video_path,start_seconds,end_seconds,label,team_side,player_number,crop_x1,crop_y1,crop_x2,crop_y2,split,review_status,notes,match_id
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,412.8,413.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-008/hard-negative-near-1032; model_top1=attack (0.363701).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2943.6,2944.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-025/hard-negative-near-7359; model_top1=attack (0.361078).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,111.6,112.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-004/hard-negative-near-279; model_top1=attack (0.358447).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,2944.8,2945.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-025/hard-negative-near-7362; model_top1=attack (0.355538).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1130.4,1131.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-014/hard-negative-near-2826; model_top1=attack (0.354411).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,731.6,732.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-012/hard-negative-near-1829; model_top1=attack (0.354286).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,16.8,17.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-001/hard-negative-near-42; model_top1=serve (0.350457).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,415.2,416.2,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-008/hard-negative-near-1038; model_top1=attack (0.349896).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,113.2,114.2,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-004/hard-negative-near-283; model_top1=set (0.345794).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,116.8,117.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-004/hard-negative-near-292; model_top1=attack (0.345548).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,6010.4,6011.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-039/hard-negative-near-15026; model_top1=serve (0.344355).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,4390.8,4391.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-032/hard-negative-near-10977; model_top1=attack (0.341701).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,105.6,106.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-004/hard-negative-near-264; model_top1=set (0.340901).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,130.0,131.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-325; model_top1=set (0.34045).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,4437.2,4438.2,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-033/hard-negative-near-11093; model_top1=attack (0.339945).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,732.8,733.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-012/hard-negative-near-1832; model_top1=set (0.338688).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,66.0,67.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-003/hard-negative-near-165; model_top1=attack (0.338552).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,3595.6,3596.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-026/hard-negative-near-8989; model_top1=attack (0.337974).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,1140.8,1141.8,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-014/hard-negative-near-2852; model_top1=set (0.337484).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,131.6,132.6,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-005/hard-negative-near-329; model_top1=set (0.336915).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,3600.0,3601.0,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-026/hard-negative-near-9000; model_top1=set (0.335622).,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,730.4,731.4,background,near,,0,255,1920,1080,train,reviewed,Active review hard negative source_ref=round-01-clip-012/hard-negative-near-1826; model_top1=attack (0.335592).,rangitoto-taka-national-final
